Words,AROU,VAL,DOM,CNC,IMAG
trimmer,3.121,4.758,5.088,6.088,5.4
trinity,4.367,5.5,4.839,2.613,3.313
trinket,5.094,5.906,5.156,5.531,6.125
trio,4.265,5.576,4.971,5.229,5.029
triple,4.563,5.742,5.367,3.969,3.8
tripod,2.613,5.265,5.438,6.559,6.177
triumph,7.088,8.2,7.229,3.364,4.065
triumphant,6.857,8.2,7.471,3.147,3.886
troll,4.324,3.029,4.088,4.343,5.686
trophy,6.4,7.543,7.114,6.429,6.559
trot,3.697,4.97,4.97,4.455,4.424
trouble,6.029,2.457,4.879,3.2,3.429
troublesome,4.714,2.576,3.912,2.571,3.114
troubling,5.25,2.313,3.765,2.688,2.29
trousers,3.515,5.294,5.412,6.706,6.629
trout,2.886,5.114,5.657,6.417,6.333
truce,4.531,6.968,5.063,3.3,3.75
truck,3.677,4.706,4.849,6.697,6.563
TRUE,5.743,7.914,6.219,2.529,2.719
trumpet,4.818,5.636,5.273,6.794,6.844
truncheon,3.875,3.5,4.048,5.958,5.72
trunk,3.324,4.706,5.235,6.294,5.647
trunk (elephant),4.143,5.882,5.457,6.6,6.657
trunk (luggage),3.118,5.177,5.303,6.353,6.324
trunk (tree/body),4.059,5.441,5.152,6.429,6.571
trust,5.147,7.406,5.706,2.441,2.735
trustee,3.853,6.086,4.971,4.382,3
trustworthy,5.667,8.581,6.625,2.727,3.29
truth,6.177,7.686,6.147,2.265,2.677
tsunami,5.818,1.636,3.156,6.353,6.281
tube,3.364,4.844,4.818,6.059,5.529
tubular,3.107,5,4.889,4.143,4.357
tulip,3.971,6.943,5.059,6.371,6.514
tumble,4.546,3.971,3.879,4.656,4.706
tumbler,3.719,5.121,5.063,5.091,4.906
tumour,5.516,1.344,2.406,5.906,4.194
tune,5.742,6.469,5.387,4.094,3.156
turf,4.267,4.871,5.438,5.4,5.133
turtle,4.088,6.088,5.206,6.647,6.794
TV,4.824,5.706,4.559,6.677,6.857
tweed,3.967,5.065,5.276,5.448,5.161
tweet,4.471,5.636,5.294,4.727,4.265
tweet (bird),4.853,6.353,5.382,4.941,4.727
tweet (Twitter),4.091,5.171,5.8,4.4,5.147
tweezers,3.765,5,5.886,6.457,6.677
twig,3.257,5.314,5.235,6.265,6.6
twilight,5.576,6.152,5.121,4.455,5.281
twin,4.147,5.571,4.714,6.057,6.029
twins,4.941,6.061,4.735,6.387,6.281
Twitter,4.235,4.943,4.824,4.886,5.6
type,3.353,5.273,5.121,4.125,3.594
type (category),3.343,5.029,5.03,3.286,2.588
type (typeface),2.75,5.281,5.033,4.548,4.194
typewriter,3.485,5.394,5.485,6.667,6.455
typhoon,6.455,3.25,3.875,6.25,6.281
tyranny,5.719,1.844,4.807,3.333,4.069
tyrant,5.355,2.097,4.226,4.594,4.8
tyre,3.088,5.031,5.412,6.457,6.543
ugly,4.147,2,3.606,2.939,5.177
ulcer,3.657,2.912,3.857,6.171,5.657
umbrella,4.029,5.618,5.471,6.677,6.677
unbelievable,6.441,5.353,4.242,1.886,2.273
uncle,3.871,5.968,4.939,5.516,5.69
uncomfortable,4.469,2.697,3.125,2.656,3.188
under,4.2,4.29,3.839,3.774,4.125
underworld,5.909,3.364,3.548,2.485,2.969
undesirable,3.727,1.97,3.375,2.257,3.147
uneasy,4.4,2.8,3,2.412,3.059
unfaithful,4.419,1.424,4.419,2.563,3.438
unhappy,3,1.971,3.6,2.273,3.882
unicorn,6.03,7.257,4.813,4.242,5.871
unify,5.688,7.5,6.25,2.548,2.875
unique,6.839,7.484,6.968,2.156,2.844
unit,2.943,5.242,4.882,4.794,3.485
unit (item),3,5.03,5,5.031,4.242
unit (measure),2.941,4.971,4.914,4.882,4.088
unite,5.455,7.515,6.5,3.563,3.765
universal,5.969,6.971,5.152,3.152,4.147
universe,6.364,6.853,4.059,4.265,4.735
university,6,7.4,5.706,6.457,6.265
unsuccessful,3.242,1.882,3,2.735,3.147
untroubled,4,6.912,5.857,2.912,3.235
unusual,5.242,5.029,5.206,2.4,2.743
up,5.229,6.265,5.943,4.235,5.412
upgrade,5.6,7.2,6,4.143,3.857
upheld,3.606,6.364,5.875,2.97,2.485
uphold,4.229,6.257,6.314,2.588,2.529
upkeep,3.794,5.588,5.091,3,2.5
uplift,5.824,7.548,5.969,3.645,3.273
uplifting,6.97,8.235,6.788,2.657,3.706
upset,4.114,1.889,3.917,3.056,4.727
upset (sad),4.656,1.939,3.212,2.969,5.546
upset (unbalance),4.5,2.412,3.824,2.647,3.697
upset (unlikely victory),5.375,3.909,4.375,2.906,3.71
upward,5.875,6.394,6.219,4.121,4.032
urban,4.118,5.177,5.265,3.912,4.429
urge,5.97,4.471,4.97,2.879,2.618
urgent,6.594,4.032,4.774,2.813,2.733
urine,2.971,4.257,4.971,6.4,6.4
use,4.364,5.226,5.667,2.727,2.353
used,3.909,3.471,3.424,3.5,2.941
useful,4.563,7.588,6.394,3.114,3.441
useless,3.618,2.242,3.229,2.794,2.879
usher,3.857,4.8,4.265,4.588,4.571
usual,3.03,5.406,5.219,3,2.5
utensil,2.941,5.371,5.514,6.265,6.147
vacant,3.656,4.088,4.406,3.939,3.849
vacation,5.914,7.667,6.242,5.257,5.588
vaccinate,4.813,6.375,4.733,5.438,5.344
vaccination,3.943,6.057,4.559,5.8,5.5
vaccine,4.871,7.091,4.667,5.688,5.129
vacuum,3.967,4.871,4.968,5.091,4.531
vagina,7.152,5.97,6.188,6.467,6.313
vague,3.313,3.875,3.969,1.849,2
vain,4.636,2.971,4.647,3.156,3.281
valentine,6.364,7.03,5.273,4,4.938
valley,4.059,6.147,5.147,6.029,6.394
valour,5.179,6.643,6.148,2.519,2.963
valuable,6.242,7.588,5.969,3.382,3.677
value,5.143,6.353,5.242,3.088,2.563
vampire,5.849,3.743,4.794,3.8,6.229
van,2.714,4.8,5.412,6.727,6.543
vandal,4.6,2.029,4.314,5.143,5.143
